index,symbol,name,date,isEnabled,type,iexId
5074,MLQD,iShares 5-10 Year Investment Grade Corporate Bond,7/19/2018,TRUE,N/A,13376
5075,MLR,Miller Industries Inc.,7/19/2018,TRUE,cs,4454
5076,MLSS,Milestone Scientific Inc.,7/19/2018,TRUE,cs,10058
5077,MLTI,Credit Suisse X-Links Multi-Asset High Income Exchange Traded Notes (ETNs) due September 28 2035,7/19/2018,TRUE,N/A,10627
5078,MLVF,Malvern Bancorp Inc.,7/19/2018,TRUE,cs,4456
5079,MMAC,MMA Capital Management LLC,7/19/2018,TRUE,cs,9365
5080,MMC,Marsh & McLennan Companies Inc.,7/19/2018,TRUE,cs,4458
5081,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,7/19/2018,TRUE,cs,4459
5082,MMDM,Modern Media Acquisition Corp.,7/19/2018,TRUE,cs,12994
5083,MMDMR,Modern Media Acquisition Corp. Right,7/19/2018,TRUE,N/A,12995
5084,MMDMU,Modern Media Acquisition Corp. Unit,7/19/2018,TRUE,su,12450
5085,MMDMW,Modern Media Acquisition Corp. Warrant,7/19/2018,TRUE,N/A,13006
5086,MMI,Marcus & Millichap Inc.,7/19/2018,TRUE,cs,8051
5087,MMIN,IQ MacKay Shields Municipal Insured ETF,7/19/2018,TRUE,N/A,13585
5088,MMIT,IQ MacKay Shields Municipal Intermediate,7/19/2018,TRUE,N/A,13596
5089,MMLP,Martin Midstream Partners L.P.,7/19/2018,TRUE,cs,4460
5090,MMM,3M Company,7/19/2018,TRUE,cs,4461
5091,MMP,Magellan Midstream Partners L.P. Limited Partnership,7/19/2018,TRUE,cs,4462
5092,MMS,Maximus Inc.,7/19/2018,TRUE,cs,4463
5093,MMSI,Merit Medical Systems Inc.,7/19/2018,TRUE,cs,4464
5094,MMT,MFS Multimarket Income Trust,7/19/2018,TRUE,cs,4465
5095,MMTM,SPDR S&P 1500 Momentum Tilt,7/19/2018,TRUE,N/A,4466
5096,MMU,Western Asset Managed Municipals Fund Inc.,7/19/2018,TRUE,cs,4467
5097,MMV,Eaton Vance Massachusetts Municipal Income Trust Shares of Beneficial Interest,7/19/2018,TRUE,cs,4468
5098,MMYT,MakeMyTrip Limited,7/19/2018,TRUE,cs,4469
5099,MN,Manning & Napier Inc. Class A,7/19/2018,TRUE,cs,4470
5100,MNA,IQ Merger Arbitrage,7/19/2018,TRUE,et,4471
5101,MNDO,MIND C.T.I. Ltd.,7/19/2018,TRUE,cs,4473
5102,MNE,Blackrock Muni New York Intermediate Duration Fund Inc,7/19/2018,TRUE,cs,4474
5103,MNGA,MagneGas Corporation,7/19/2018,TRUE,cs,4475
5104,MNI,McClatchy Company (The),7/19/2018,TRUE,cs,4476
5105,MNK,Mallinckrodt plc,7/19/2018,TRUE,cs,4477
5106,MNKD,MannKind Corporation,7/19/2018,TRUE,cs,4478
5107,MNLO,Menlo Therapeutics Inc.,7/19/2018,TRUE,cs,13973
5108,MNOV,MediciNova Inc.,7/19/2018,TRUE,cs,4479
5109,MNP,Western Asset Municipal Partners Fund Inc.,7/19/2018,TRUE,cs,4480
5110,MNR,Monmouth Real Estate Investment Corporation Class A,7/19/2018,TRUE,cs,4481
5111,MNR-C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,11831
5112,MNRO,Monro Inc.,7/19/2018,TRUE,cs,4485
5113,MNST,Monster Beverage Corporation,7/19/2018,TRUE,cs,10129
5114,MNTA,Momenta Pharmaceuticals Inc.,7/19/2018,TRUE,cs,4487
5115,MNTX,Manitex International Inc.,7/19/2018,TRUE,cs,4489
5116,MO,Altria Group Inc.,7/19/2018,TRUE,cs,4490
5117,MOAT,VanEck Vectors Morningstar Wide Moat,7/19/2018,TRUE,et,4491
5118,MOBL,MobileIron Inc.,7/19/2018,TRUE,cs,8610
5119,MOC,Command Security Corporation,7/19/2018,TRUE,cs,4493
5120,MOD,Modine Manufacturing Company,7/19/2018,TRUE,cs,4495
5121,MODN,Model N Inc.,7/19/2018,TRUE,cs,4496
5122,MOFG,MidWestOne Financial Group Inc.,7/19/2018,TRUE,cs,4497
5123,MOG.A,Moog Inc. Class A,7/19/2018,TRUE,cs,4498
5124,MOG.B,Moog Inc. Class B,7/19/2018,TRUE,cs,4499
5125,MOGLC,Gabelli Media Mogul NextShares,7/19/2018,FALSE,N/A,12129
5126,MOGO,Mogo Finance Technology Inc.,7/19/2018,TRUE,cs,14462
5127,MOH,Molina Healthcare Inc,7/19/2018,TRUE,cs,4500
5128,MOM,AGFiQ U.S. Market Neutral Momentum Fund,7/19/2018,TRUE,et,4504
5129,MOMO,Momo Inc.,7/19/2018,TRUE,cs,9493
5130,MOO,VanEck Vectors Agribusiness,7/19/2018,TRUE,et,4507
5131,MOR,MorphoSys AG,7/19/2018,TRUE,cs,14454
5132,MORL,ETRACS Monthly Pay 2XLeveraged Mortgage REIT ETN,7/19/2018,TRUE,N/A,4508
5133,MORN,Morningstar Inc.,7/19/2018,TRUE,cs,4509
5134,MORT,VanEck Vectors Mortgage REIT Income,7/19/2018,TRUE,et,4510
5135,MOS,Mosaic Company (The),7/19/2018,TRUE,cs,4511
5136,MOSC,Mosaic Acquisition Corp. Class A,7/19/2018,TRUE,cs,13876
5137,MOSC+,,7/19/2018,TRUE,N/A,13891
5138,MOSC=,Mosaic Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-third of one Warrant,7/19/2018,TRUE,su,13618
5139,MOSY,MoSys Inc.,7/19/2018,TRUE,cs,4512
5140,MOTI,VanEck Vectors Morningstar International Moat,7/19/2018,TRUE,N/A,10298
5141,MOTS,Motus GI Holdings Inc.,7/19/2018,TRUE,cs,13993
5142,MOV,Movado Group Inc.,7/19/2018,TRUE,cs,4514
5143,MOXC,Moxian Inc.,7/19/2018,TRUE,cs,12095
5144,MP-D,Mississippi Power Company 5.25 Srs Pfd,7/19/2018,TRUE,ps,4516
5145,MPA,Blackrock MuniYield Pennsylvania Quality Fund,7/19/2018,TRUE,cs,4517
5146,MPAA,Motorcar Parts of America Inc.,7/19/2018,TRUE,cs,4518
5147,MPAC,Matlin & Partners Acquisition Corporation,7/19/2018,TRUE,cs,12824
5148,MPACU,Matlin & Partners Acquisition Corporation Unit,7/19/2018,TRUE,su,12446
5149,MPACW,Matlin & Partners Acquisition Corporation Warrants,7/19/2018,TRUE,N/A,12850
5150,MPB,Mid Penn Bancorp,7/19/2018,TRUE,cs,4520
5151,MPC,Marathon Petroleum Corporation,7/19/2018,TRUE,cs,4521
5152,MPCT,iShares MSCI Global Impact ETF,7/19/2018,TRUE,N/A,11266
5153,MPLX,MPLX LP Representing Limited Partner Interests,7/19/2018,TRUE,cs,4526
5154,MPO,Midstates Petroleum Company Inc.,7/19/2018,TRUE,cs,11997
5155,MPV,Barings Participation Investors,7/19/2018,TRUE,cs,4529
5156,MPVD,Mountain Province Diamonds Inc.,7/19/2018,TRUE,cs,4297
5157,MPW,Medical Properties Trust Inc.,7/19/2018,TRUE,cs,4530
5158,MPWR,Monolithic Power Systems Inc.,7/19/2018,TRUE,cs,4531
5159,MPX,Marine Products Corporation,7/19/2018,TRUE,cs,4532
5160,MQT,Blackrock MuniYield Quality Fund II Inc.,7/19/2018,TRUE,cs,4533
5161,MQY,Blackrock MuniYield Quality Fund Inc.,7/19/2018,TRUE,cs,4534
5162,MRAM,Everspin Technologies Inc.,7/19/2018,TRUE,cs,11893
5163,MRBK,Meridian Bank,7/19/2018,TRUE,cs,13721
5164,MRC,MRC Global Inc.,7/19/2018,TRUE,cs,4536
5165,MRCC,Monroe Capital Corporation,7/19/2018,TRUE,cs,4537
5166,MRCY,Mercury Systems Inc,7/19/2018,TRUE,cs,4538
5167,MRGR,ProShares Merger,7/19/2018,TRUE,N/A,4541
5168,MRIN,Marin Software Incorporated,7/19/2018,TRUE,cs,4543
5169,MRK,Merck & Company Inc. (new),7/19/2018,TRUE,cs,4544
5170,MRLN,Marlin Business Services Corp.,7/19/2018,TRUE,cs,4545
5171,MRNS,Marinus Pharmaceuticals Inc.,7/19/2018,TRUE,cs,8628
5172,MRO,Marathon Oil Corporation,7/19/2018,TRUE,cs,4546
5173,MRRL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN Series B due October 16 2042,7/19/2018,TRUE,N/A,10666
5174,MRSN,Mersana Therapeutics Inc.,7/19/2018,TRUE,cs,12985
5175,MRT,MedEquities Realty Trust Inc.,7/19/2018,TRUE,cs,10435
5176,MRTN,Marten Transport Ltd.,7/19/2018,TRUE,cs,4547
5177,MRTX,Mirati Therapeutics Inc.,7/19/2018,TRUE,cs,4548
5178,MRUS,Merus N.V.,7/19/2018,TRUE,cs,11389
5179,MRVL,Marvell Technology Group Ltd.,7/19/2018,TRUE,cs,4549
5180,MS,Morgan Stanley,7/19/2018,TRUE,cs,4550
5181,MS-A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,7/19/2018,TRUE,ps,4551
5182,MS-E,Morgan Stanley DEPOSITARY SHARES SERIES E,7/19/2018,TRUE,ps,7888
5183,MS-F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,7/19/2018,TRUE,ps,8162
5184,MS-G,Morgan Stanley Depositary Shares Series G,7/19/2018,TRUE,ps,8594
5185,MS-I,Morgan Stanley Depository Shares Series 1,7/19/2018,TRUE,ps,9312
5186,MS-K,Morgan Stanley Depositary Shares Series K,7/19/2018,TRUE,ps,12364
5187,MSA,MSA Safety Incorporated,7/19/2018,TRUE,cs,4552
5188,MSB,Mesabi Trust,7/19/2018,TRUE,cs,4553
5189,MSBF,MSB Financial Corp.,7/19/2018,TRUE,cs,10314
5190,MSBI,Midland States Bancorp Inc.,7/19/2018,TRUE,cs,4555
5191,MSCI,MSCI Inc,7/19/2018,TRUE,cs,4558
5192,MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,7/19/2018,TRUE,cs,4559
5193,MSEX,Middlesex Water Company,7/19/2018,TRUE,cs,4560
5194,MSF,Morgan Stanley Emerging Markets Fund Inc.,7/19/2018,TRUE,cs,4561
5195,MSFT,Microsoft Corporation,7/19/2018,TRUE,cs,4563
5196,MSG,The Madison Square Garden Company Class A (New),7/19/2018,TRUE,cs,10548
5197,MSGN,MSG Networks Inc.,7/19/2018,TRUE,cs,4564
5198,MSI,Motorola Solutions Inc.,7/19/2018,TRUE,cs,4565
5199,MSL,MidSouth Bancorp,7/19/2018,TRUE,cs,4568
5200,MSM,MSC Industrial Direct Company Inc.,7/19/2018,TRUE,cs,4570
5201,MSN,Emerson Radio Corporation,7/19/2018,TRUE,cs,4571
5202,MSON,MISONIX Inc.,7/19/2018,TRUE,cs,4573
5203,MSP,Madison Strategic Sector Premium Fund of Beneficial Interest,7/19/2018,TRUE,cs,4574
5204,MSTR,MicroStrategy Incorporated,7/19/2018,TRUE,cs,4576
5205,MSUS,LHA Market State U.S. Tactical,7/19/2018,TRUE,N/A,14335
5206,MSVB,Mid-Southern Bancorp Inc.,7/19/2018,TRUE,cs,14820
5207,MT,Arcelor Mittal NY Registry Shares NEW,7/19/2018,TRUE,cs,4580
5208,MTB,M&T Bank Corporation,7/19/2018,TRUE,cs,4581
5209,MTB+,M&T Bank Corporation Warrant (Expiring December 23 2018),7/19/2018,TRUE,N/A,7960
5210,MTB-,,7/19/2018,TRUE,N/A,4582
5211,MTB-C,M&T Bank Corporation Fixed Rate Cumulative Perpetual Preferred Stock Series C,7/19/2018,TRUE,ps,4584
5212,MTBC,Medical Transcription Billing Corp.,7/19/2018,TRUE,cs,8410
5213,MTBCP,Medical Transcription Billing Corp. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,7/19/2018,TRUE,ps,10816
5214,MTCH,Match Group Inc.,7/19/2018,TRUE,cs,10722
5215,MTD,Mettler-Toledo International Inc.,7/19/2018,TRUE,cs,4585
5216,MTDR,Matador Resources Company,7/19/2018,TRUE,cs,4586
5217,MTEC,MTech Acquisition Corp.,7/19/2018,TRUE,cs,13902
5218,MTECU,MTech Acquisition Corp. Unit,7/19/2018,TRUE,su,13892
5219,MTECW,MTech Acquisition Corp. Warrant,7/19/2018,TRUE,N/A,14179
5220,MTEM,Molecular Templates Inc.,7/19/2018,TRUE,cs,6782
5221,MTEX,Mannatech Incorporated,7/19/2018,TRUE,cs,4587
5222,MTFB,Motif Bio plc,7/19/2018,TRUE,cs,11690
5223,MTFBW,Motif Bio plc Warrant,7/19/2018,TRUE,N/A,12109
5224,MTG,MGIC Investment Corporation,7/19/2018,TRUE,cs,4588
5225,MTGE,MTGE Investment Corp.,7/19/2018,TRUE,cs,4589
5226,MTGEP,MTGE Investment Corp. 8.125% Series A Cumulative Redeemable Preferred Stock,7/19/2018,TRUE,ps,8650
5227,MTH,Meritage Homes Corporation,7/19/2018,TRUE,cs,4590
5228,MTL,Mechel PAO American Depositary Shares (Each rep. 1),7/19/2018,TRUE,cs,4592
5229,MTL-,MECHEL-PREF SPON ADR,7/19/2018,TRUE,N/A,4593
5230,MTLS,Materialise NV,7/19/2018,TRUE,cs,8573
5231,MTN,Vail Resorts Inc.,7/19/2018,TRUE,cs,4594
5232,MTNB,Matinas Biopharma Holdings Inc.,7/19/2018,TRUE,cs,12430
5233,MTOR,Meritor Inc.,7/19/2018,TRUE,cs,4595
5234,MTP,Midatech Pharma PLC,7/19/2018,TRUE,cs,10907
5235,MTR,Mesa Royalty Trust,7/19/2018,TRUE,cs,4596
5236,MTRN,Materion Corporation,7/19/2018,TRUE,cs,4597
5237,MTRX,Matrix Service Company,7/19/2018,TRUE,cs,4598
5238,MTSC,MTS Systems Corporation,7/19/2018,TRUE,cs,4600
5239,MTSI,MACOM Technology Solutions Holdings Inc.,7/19/2018,TRUE,cs,4601
5240,MTSL,MER Telemanagement Solutions Ltd.,7/19/2018,TRUE,cs,4602
5241,MTT,Western Asset Municipal Defined Opportunity Trust Inc,7/19/2018,TRUE,cs,4604
5242,MTUM,iShares Edge MSCI USA Momentum Factor,7/19/2018,TRUE,N/A,4606
5243,MTW,Manitowoc Company Inc. (The),7/19/2018,TRUE,cs,4607
5244,MTX,Minerals Technologies Inc.,7/19/2018,TRUE,cs,4608
5245,MTZ,MasTec Inc.,7/19/2018,TRUE,cs,4610
5246,MU,Micron Technology Inc.,7/19/2018,TRUE,cs,4611
5247,MUA,Blackrock MuniAssets Fund Inc,7/19/2018,TRUE,cs,4612
5248,MUB,iShares National Muni Bond,7/19/2018,TRUE,et,4619
5249,MUC,Blackrock MuniHoldings California Quality Fund Inc.,7/19/2018,TRUE,cs,4620
5250,MUDS,Mudrick Capital Acquisition Corporation,7/19/2018,TRUE,cs,14232
5251,MUDSU,Mudrick Capital Acquisition Corporation Unit,7/19/2018,TRUE,su,14124
5252,MUDSW,Mudrick Capital Acquisition Corporation Warrant,7/19/2018,TRUE,N/A,14244
5253,MUE,Blackrock MuniHoldings Quality Fund II Inc.,7/19/2018,TRUE,cs,4621
5254,MUFG,Mitsubishi UFJ Financial Group Inc.,7/19/2018,TRUE,cs,4605
5255,MUH,Blackrock MuniHoldings Fund II Inc.,7/19/2018,TRUE,cs,4622
5256,MUI,Blackrock Muni Intermediate Duration Fund Inc,7/19/2018,TRUE,cs,4623
5257,MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,7/19/2018,TRUE,cs,4624
5258,MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,7/19/2018,TRUE,et,4626
5259,MUR,Murphy Oil Corporation,7/19/2018,TRUE,cs,4627
5260,MUS,Blackrock MuniHoldings Quality Fund Inc,7/19/2018,TRUE,cs,4628
5261,MUSA,Murphy USA Inc.,7/19/2018,TRUE,cs,7735
5262,MUX,McEwen Mining Inc.,7/19/2018,TRUE,cs,4629
5263,MVBF,MVB Financial Corp.,7/19/2018,TRUE,cs,13883
5264,MVC,MVC Capital Inc.,7/19/2018,TRUE,cs,4630
5265,MVCD,MVC Capital Inc. 6.25% Senior Notes due 2022,7/19/2018,TRUE,N/A,13813
5266,MVF,Blackrock MuniVest Fund Inc.,7/19/2018,TRUE,cs,4632
5267,MVIN,Natixis ETF Trust,7/19/2018,TRUE,N/A,12023
5268,MVIS,Microvision Inc.,7/19/2018,TRUE,cs,4634
5269,MVO,MV Oil Trust,7/19/2018,TRUE,cs,4635
5270,MVT,Blackrock MuniVest Fund II Inc.,7/19/2018,TRUE,cs,4636
5271,MVV,ProShares Ultra MidCap400,7/19/2018,TRUE,et,4637
5272,MWA,MUELLER WATER PRODUCTS,7/19/2018,TRUE,cs,4639
5273,MX,MagnaChip Semiconductor Corporation,7/19/2018,TRUE,cs,4649
5274,MXC,Mexco Energy Corporation,7/19/2018,TRUE,cs,4651
5275,MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity,7/19/2018,TRUE,N/A,14307
5276,MXDU,Nationwide Maximum Diversification U.S. Core Equity,7/19/2018,TRUE,N/A,13400
5277,MXE,Mexico Equity and Income Fund Inc. (The),7/19/2018,TRUE,cs,4652
5278,MXF,Mexico Fund Inc. (The),7/19/2018,TRUE,cs,4653
5279,MXI,iShares Global Materials,7/19/2018,TRUE,et,4654
5280,MXIM,Maxim Integrated Products Inc.,7/19/2018,TRUE,cs,4655
5281,MXL,MaxLinear Inc.,7/19/2018,TRUE,cs,4656
5282,MXWL,Maxwell Technologies Inc.,7/19/2018,TRUE,cs,4659
5283,MYC,Blackrock MuniYield California Fund Inc.,7/19/2018,TRUE,cs,4661
5284,MYD,Blackrock MuniYield Fund Inc.,7/19/2018,TRUE,cs,4662
5285,MYE,Myers Industries Inc.,7/19/2018,TRUE,cs,4663
5286,MYF,Blackrock MuniYield Investment Fund,7/19/2018,TRUE,cs,4664
5287,MYFW,,7/19/2018,TRUE,N/A,14814
5288,MYGN,Myriad Genetics Inc.,7/19/2018,TRUE,cs,4665
5289,MYI,Blackrock MuniYield Quality Fund III Inc,7/19/2018,TRUE,cs,4666
5290,MYJ,Blackrock MuniYield New Jersey Fund Inc,7/19/2018,TRUE,cs,4667
5291,MYL,Mylan N.V.,7/19/2018,TRUE,cs,4668
5292,MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,7/19/2018,TRUE,cs,4670
5293,MYND,MYnd Analytics Inc.,7/19/2018,TRUE,cs,13140
5294,MYNDW,MYnd Analytics Inc. Warrant,7/19/2018,TRUE,N/A,13127
5295,MYO,Myomo Inc.,7/19/2018,TRUE,cs,13008
5296,MYOK,MyoKardia Inc.,7/19/2018,TRUE,cs,10611
5297,MYOS,MYOS RENS Technology Inc.,7/19/2018,TRUE,cs,8948
5298,MYOV,Myovant Sciences Ltd.,7/19/2018,TRUE,cs,11908
5299,MYRG,MYR Group Inc.,7/19/2018,TRUE,cs,4672
5300,MYSZ,My Size Inc.,7/19/2018,TRUE,cs,11643
5301,MYY,ProShares Short MidCap400,7/19/2018,TRUE,et,4673
5302,MZA,Blackrock MuniYield Arizona Fund Inc.,7/19/2018,TRUE,cs,4674
5303,MZF,Managed Duration Investment Grade Municipal Fund,7/19/2018,TRUE,cs,4675
5304,MZOR,Mazor Robotics Ltd.,7/19/2018,TRUE,cs,4676
5305,MZZ,ProShares UltraShort MidCap400,7/19/2018,TRUE,N/A,4677
5306,NAC,Nuveen California Quality Municipal Income Fund,7/19/2018,TRUE,cs,4679
5307,NACP,Impact Shares Funds I Trust NAACP Minority Empowerment ETF,7/19/2018,FALSE,N/A,14835
5308,NAD,Nuveen Quality Municipal Income Fund,7/19/2018,TRUE,cs,4680
5309,NAII,Natural Alternatives International Inc.,7/19/2018,TRUE,cs,4685
5310,NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,7/19/2018,TRUE,N/A,10421
5311,NAK,Northern Dynasty Minerals Ltd.,7/19/2018,TRUE,cs,4686
5312,NAKD,Naked Brand Group Limited,7/19/2018,TRUE,cs,14758
5313,NAN,Nuveen New York Quality Municipal Income Fund,7/19/2018,TRUE,cs,4687
5314,NANO,Nanometrics Incorporated,7/19/2018,TRUE,cs,4690
5315,NANR,SPDR S&P North American Natural Resources,7/19/2018,TRUE,N/A,10921
5316,NAO,Nordic Amern Offshore Ltd (Bermuda),7/19/2018,TRUE,cs,8810
5317,NAOV,NanoVibronix Inc.,7/19/2018,TRUE,cs,13699
5318,NAP,Navios Maritime Midstream Partners LP representing limited partner interests,7/19/2018,TRUE,cs,9469
5319,NAT,Nordic American Tankers Limited,7/19/2018,TRUE,cs,4693
5320,NATH,Nathan's Famous Inc.,7/19/2018,TRUE,cs,4694
5321,NATI,National Instruments Corporation,7/19/2018,TRUE,cs,4695
5322,NATR,Nature's Sunshine Products Inc.,7/19/2018,TRUE,cs,4697
5323,NAUH,National American University Holdings Inc.,7/19/2018,TRUE,cs,4698
5324,NAV,Navistar International Corporation,7/19/2018,TRUE,cs,4699
5325,NAV-D,Navistar International Corporation Preferred Stock,7/19/2018,TRUE,ps,4700
5326,NAVB,Navidea Biopharmaceuticals Inc.,7/19/2018,TRUE,cs,4701
5327,NAVG,The Navigators Group Inc.,7/19/2018,TRUE,cs,4702
5328,NAVI,Navient Corporation,7/19/2018,TRUE,cs,8555
5329,NAZ,Nuveen Arizona Quality Municipal Income Fund,7/19/2018,TRUE,cs,4704
5330,NBB,Nuveen Build America Bond Fund of Beneficial Interest,7/19/2018,TRUE,cs,4707
5331,NBD,Nuveen Build America Bond Opportunity Fund of Beneficial Interest,7/19/2018,TRUE,cs,4710
5332,NBEV,New Age Beverages Corporation,7/19/2018,TRUE,cs,12391
5333,NBH,Neuberger Berman Intermediate Municipal Fund Inc.,7/19/2018,TRUE,cs,4712
5334,NBHC,National Bank Holdings Corporation,7/19/2018,TRUE,cs,4713
5335,NBIX,Neurocrine Biosciences Inc.,7/19/2018,TRUE,cs,4714
5336,NBL,Noble Energy Inc.,7/19/2018,TRUE,cs,4715
5337,NBLX,Noble Midstream Partners LP Representing Limited Partner Interests,7/19/2018,TRUE,cs,10734
5338,NBN,Northeast Bancorp,7/19/2018,TRUE,cs,4716
5339,NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,7/19/2018,TRUE,cs,4717
5340,NBR,Nabors Industries Ltd.,7/19/2018,TRUE,cs,4718
5341,NBR-A,Nabors Industries Ltd. 6.00% Mandatory Convertible Preferred Shares Series A,7/19/2018,TRUE,ps,14609
5342,NBRV,Nabriva Therapeutics plc,7/19/2018,TRUE,cs,13069
5343,NBTB,NBT Bancorp Inc.,7/19/2018,TRUE,cs,4720
5344,NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,7/19/2018,TRUE,cs,4722
5345,NBY,NovaBay Pharmaceuticals Inc.,7/19/2018,TRUE,cs,4723
5346,NC,NACCO Industries Inc.,7/19/2018,TRUE,cs,4724
5347,NCA,Nuveen California Municipal Value Fund Inc.,7/19/2018,TRUE,cs,4725
5348,NCB,Nuveen California Municipal Value Fund 2 of Beneficial Interest,7/19/2018,TRUE,cs,4726
5349,NCBS,Nicolet Bankshares Inc.,7/19/2018,TRUE,cs,11102
5350,NCI,Navigant Consulting Inc.,7/19/2018,TRUE,cs,4728
5351,NCLH,Norwegian Cruise Line Holdings Ltd.,7/19/2018,TRUE,cs,4730
5352,NCMI,National CineMedia Inc.,7/19/2018,TRUE,cs,4731
5353,NCNA,NuCana plc,7/19/2018,TRUE,cs,13345
5354,NCOM,National Commerce Corporation,7/19/2018,TRUE,cs,9785
5355,NCR,NCR Corporation,7/19/2018,TRUE,cs,4735
5356,NCS,NCI Building Systems Inc.,7/19/2018,TRUE,cs,4736
5357,NCSM,NCS Multistage Holdings Inc.,7/19/2018,TRUE,cs,12825
5358,NCTY,The9 Limited,7/19/2018,TRUE,cs,4741
5359,NCV,AllianzGI Convertible & Income Fund,7/19/2018,TRUE,cs,4744
5360,NCZ,AllianzGI Convertible & Income Fund II of Beneficial Interest,7/19/2018,TRUE,cs,4745
5361,NDAQ,Nasdaq Inc.,7/19/2018,TRUE,cs,4746
5362,NDLS,Noodles & Company,7/19/2018,TRUE,cs,4747
5363,NDP,Tortoise Energy Independence Fund Inc.,7/19/2018,TRUE,cs,4748
5364,NDRA,ENDRA Life Sciences Inc.,7/19/2018,TRUE,cs,12795
5365,NDRAW,ENDRA Life Sciences Inc. Warrants,7/19/2018,TRUE,N/A,12804
5366,NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust,7/19/2018,TRUE,cs,4749
5367,NDSN,Nordson Corporation,7/19/2018,TRUE,cs,4750
5368,NE,Noble Corporation (UK),7/19/2018,TRUE,cs,4752
5369,NEA,Nuveen AMT-Free Quality Municipal Income Fund of Beneficial Interest Par Value $.01,7/19/2018,TRUE,cs,4753
5370,NEAR,iShares Short Maturity Bond,7/19/2018,TRUE,N/A,7800
5371,NEBU,Nebula Acquisition Corporation,7/19/2018,TRUE,cs,14004
5372,NEBUU,Nebula Acquisition Corporation Unit,7/19/2018,TRUE,su,13999
5373,NEBUW,Nebula Acquisition Corporation Warrant,7/19/2018,TRUE,N/A,14222
5374,NEE,NextEra Energy Inc.,7/19/2018,TRUE,cs,4757
5375,NEE-I,NextEra Energy Inc. Series I Junior Subordinated Debentures due November 15 2072,7/19/2018,TRUE,N/A,4762
5376,NEE-J,NextEra Energy Inc. Series J Junior Subordinated Debentures due January 15 2073,7/19/2018,TRUE,N/A,4763
5377,NEE-K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,7/19/2018,TRUE,N/A,11460
5378,NEE-Q,NextEra Energy Inc. Corporate Units,7/19/2018,TRUE,su,10560
5379,NEE-R,NextEra Energy Inc. Corporate Units expiring 09/01/2019,7/19/2018,TRUE,su,11783
5380,NEM,Newmont Mining Corporation,7/19/2018,TRUE,cs,4765
5381,NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,7/19/2018,TRUE,cs,4766
5382,NEO,NeoGenomics Inc.,7/19/2018,TRUE,cs,4767
5383,NEOG,Neogen Corporation,7/19/2018,TRUE,cs,4768
5384,NEON,Neonode Inc.,7/19/2018,TRUE,cs,4769
5385,NEOS,Neos Therapeutics Inc.,7/19/2018,TRUE,cs,10221
5386,NEP,NextEra Energy Partners LP representing limited partner interests,7/19/2018,TRUE,cs,8661
5387,NEPT,Neptune Technologies & Bioresources Inc,7/19/2018,TRUE,cs,4770
5388,NERV,Minerva Neurosciences Inc,7/19/2018,TRUE,cs,8714
5389,NES,Nuverra Environmental Solutions Inc.,7/19/2018,TRUE,cs,13526
5390,NESR,National Energy Services Reunited Corp.,7/19/2018,TRUE,cs,12979
5391,NESRW,National Energy Services Reunited Corp. Warrant,7/19/2018,TRUE,N/A,12996
5392,NETE,Net Element Inc.,7/19/2018,TRUE,cs,4773
5393,NETS,Netshoes (Cayman) Limited,7/19/2018,TRUE,cs,12778
5394,NEU,NewMarket Corp,7/19/2018,TRUE,cs,4774
5395,NEV,Nuveen Enhanced Municipal Value Fund of Beneficial Interest,7/19/2018,TRUE,cs,4775
5396,NEW,Puxin Limited American Depositary Shares each representing two,7/19/2018,TRUE,cs,14648
5397,NEWA,Newater Technology Inc.,7/19/2018,TRUE,cs,13182
5398,NEWM,New Media Investment Group Inc.,7/19/2018,TRUE,cs,8266
5399,NEWR,New Relic Inc.,7/19/2018,TRUE,cs,9542
5400,NEWT,Newtek Business Services Corp.,7/19/2018,TRUE,cs,4779
5401,NEWTI,Newtek Business Services Corp. 6.25% Notes Due 2023,7/19/2018,TRUE,N/A,14180
5402,NEWTZ,,7/19/2018,TRUE,N/A,10612
5403,NEXA,Nexa Resources S.A.,7/19/2018,TRUE,cs,13643
5404,NEXT,NextDecade Corporation,7/19/2018,TRUE,cs,9903
5405,NFBK,Northfield Bancorp Inc.,7/19/2018,TRUE,cs,4780
